4120066,11975
4120118,11923
4120170,11772
4120222,11676
4120274,11582
4120326,11476
4120378,11411
4120430,11431
4120482,11497
4120534,11638
4120586,11846
4120639,11970
4120691,12036
4120743,12094
4120795,12013
4120847,11921
4120899,11855
4120951,11894
4121003,11943
4121055,11996
4121107,12053
4121159,12053
4121211,12055
4121263,12059
4121315,12015
4121367,11991
4121419,12002
4121471,11911
4121523,11795
4121575,11723
4121627,11721
4121679,11725
4121731,11742
4121783,11755
4121835,11792
4121887,11850
4121939,11819
4121991,11733
4122043,11653
4122095,11637
4122147,11701
4122199,11720
4122251,11745
4122303,11767
4122355,11752
4122407,11752
4122459,11764
4122511,11728
4122563,11658
4122615,11608
4122670,11610
4122722,11675
4122774,11722
4122826,11757
4122878,11786
4122930,11752
4122982,11730
4123034,11655
4123086,11585
4123138,11494
4123190,11397
4123242,11345
4123294,11359
4123346,11419
4123398,11454
4123450,11426
4123502,11348
4123554,11322
4123606,11325
4123658,11348
4123710,11382
4123762,11382
4123814,11428
4123866,11547
4123918,11612
4123970,11695
4124022,11757
4124074,11714
4124126,11644
4124178,11594
4124230,11596
4124282,11656
4124334,11710
4124386,11728
4124438,11767
4124490,11791
4124542,11798
4124594,11700
4124646,11597
4124699,11568
4124751,11561
4124803,11580
4124855,11605
4124907,11582
4124959,11591
4125011,11591
4125063,11618
4125115,11597
4125167,11526
4125219,11481
4125271,11494
4125323,11558
4125375,11602
4125427,11626
4125479,11681
4125531,11749
4125583,11770
4125635,11706
4125687,11629
4125739,11565
4125791,11605
4125843,11656
4125895,11685
4125947,11716
4125999,11757
4126051,11780
4126103,11790
4126155,11711
4126207,11630
4126259,11630
4126311,11635
4126363,11672
4126415,11631
4126467,11638
4126519,11700
4126571,11821
4126623,11868
4126675,11864
4126757,11890
4126809,11901
4126861,11920
4126913,11938
4126965,11938
4127017,11947
4127069,11986
4127121,12003
4127173,11974
4127225,11953
4127277,11940
4127329,11992
4127381,12015
4127433,12011
4127485,12072
4127537,12109
4127589,12101
4127641,12080
4127693,12051
4127745,12031
4127797,12051
4127849,12106
4127901,12174
4127953,12223
4128005,12271
4128057,12287
4128109,12267
4128161,12159
4128213,12159
4128265,12055
4128317,12023
4128369,12054
4128421,12079
4128473,12104
4128525,12113
4128577,12146
4128629,12152
4128681,12121
4128733,12068
4128786,12057
4128838,12087
4128890,12102
4128942,12140
4128994,12149
4129046,12158
4129098,12126
4129150,12073
4129202,12014
4129254,11986
4129306,12009
4129358,12035
4129410,12048
4129462,12062
4129514,12062
4129566,12096
4129618,12085
4129670,12027
4129722,11960
4129774,11939
4129826,11959
4129878,11985
4129930,12011
4129982,12025
4130034,12039
4130086,11990
4130138,11885
4130190,11746
4130242,11650
4130294,11656
4130346,11680
4130398,11729
4130450,11770
4130502,11869
4130554,11973
4130606,12088
4130658,12039
4130710,12073
4130762,12073
4130815,12155
4130867,12222
4130919,12233
4130971,12220
4131023,12199
4131075,12064
4131127,11878
4131179,11775
4131231,11772
4131283,11824
4131335,11879
4131387,11894
