814146,17483
814198,17318
814251,16947
814303,16812
814355,16823
814407,16911
814459,16957
814511,17010
814563,17092
814615,17215
814667,17329
814719,17110
814771,16771
814823,16655
814875,16670
814927,16670
814979,16758
815031,16823
815083,16888
815135,16972
815187,17110
815239,17199
815291,16945
815343,16605
815395,16522
815447,16581
815499,16687
815551,16763
815603,16842
815655,16960
815707,17095
815759,17195
815811,16962
815863,16643
815915,16569
815967,16614
816019,16709
816071,16784
816123,16848
816175,16940
816227,17061
816280,17189
816332,17068
816384,17068
816436,16712
816488,16612
816540,16654
816592,16755
816644,16843
816696,16918
816748,17018
816800,17150
816852,17269
816904,17279
816956,16956
817008,16782
817060,16768
817112,16858
817164,16957
817216,17037
817268,17124
817320,17259
817372,17372
817424,17463
817476,17237
817528,16950
817580,16870
817632,16903
817684,17000
817736,17090
817788,17090
817840,17140
817892,17248
817944,17372
817996,17500
818048,17509
818100,17210
818152,17009
818204,16962
818256,17008
818309,17110
818361,17163
818413,17256
818465,17375
818517,17473
818569,17585
818621,17500
818673,17179
818725,17033
818777,17004
818829,17080
818881,17142
818933,17229
818985,17299
819037,17405
819089,17538
819141,17637
819193,17481
819245,17649
819296,17137
819347,17030
819398,17023
819449,17108
819500,17179
819551,17252
819603,17344
819654,17464
819705,17557
819757,17664
819808,17383
819859,17089
819910,17000
819961,17009
820012,17071
820063,17106
820114,17167
820165,17255
820216,17357
820267,17357
820320,17481
820371,17484
820422,17150
820473,16951
820525,16944
820576,17008
820627,17070
820678,17133
820729,17201
820780,17339
820832,17444
820883,17570
820934,17370
820985,17070
821036,16983
821087,17015
821138,17126
821189,17192
821241,17254
821292,17254
821344,17339
821396,17471
821448,17608
821499,17577
821551,17280
821602,17057
821653,17075
821705,17141
821757,17230
821809,17300
821860,17386
821911,17500
821963,17606
822014,17681
822065,17429
822117,17167
822169,17136
822220,17206
822272,17298
822325,17366
822377,17404
822429,17518
822480,17518
822531,17626
822582,17747
822633,17578
822685,17277
822737,17185
822789,17219
822841,17317
822893,17388
822944,17428
822996,17540
823048,17646
823099,17744
823151,17589
823203,17277
823255,17194
823307,17249
823359,17366
823411,17390
823463,17450
823515,17539
823567,17646
823619,17742
823671,17566
823723,17566
823775,17265
823827,17187
823879,17272
823931,17351
823983,17386
824035,17418
824087,17487
824138,17606
824189,17622
824240,17315
824292,17079
824345,17088
824396,17157
824448,17232
824499,17242
824550,17300
824601,17400
824652,17494
824703,17272
824755,16942
824807,16849
824858,16901
824910,16901
824961,16980
825012,17036
825064,17075
825116,17158
825168,17270
825220,17279
825272,16916
825324,16707
825375,16714
825427,16796
825479,16873
