3747070,14166
3747122,14149
3747174,14044
3747226,13943
3747278,13873
3747330,13845
3747382,13864
3747436,13879
3747488,13902
3747540,13935
3747592,13987
3747644,14025
3747696,14096
3747748,14108
3747800,14002
3747852,13892
3747904,13791
3747956,13724
3748008,13723
3748060,13737
3748112,13761
3748164,13813
3748216,13864
3748268,13912
3748320,13968
3748372,14007
3748424,13907
3748476,13789
3748528,13698
3748580,13638
3748632,13630
3748684,13662
3748736,13700
3748788,13745
3748840,13798
3748892,13864
3748944,13919
3748996,13981
3749048,13971
3749100,13850
3749152,13724
3749204,13643
3749256,13606
3749308,13622
3749360,13653
3749412,13696
3749466,13738
3749518,13795
3749570,13865
3749622,13921
3749674,13992
3749726,14052
3749778,13995
3749830,13873
3749882,13873
3749934,13757
3749986,13682
3750038,13655
3750090,13667
3750142,13698
3750194,13741
3750246,13792
3750298,13845
3750350,13904
3750402,13960
3750454,14013
3750506,14085
3750558,14076
3750610,13991
3750662,13906
3750714,13870
3750766,13854
3750818,13894
3750870,13931
3750922,13968
3750974,14004
3751026,14051
3751078,14098
3751130,14146
3751182,14165
3751234,14089
3751286,14018
3751338,13961
3751390,13929
3751442,13942
3751496,13979
3751548,14017
3751600,14039
3751652,14081
3751704,14129
3751756,14245
3751808,14317
3751860,14274
3751912,14230
3751964,14169
3752016,14159
3752068,14153
3752120,14193
3752172,14241
3752224,14279
3752276,14319
3752328,14382
3752380,14444
3752432,14506
3752484,14473
3752536,14380
3752588,14283
3752640,14229
3752692,14216
3752744,14208
3752796,14225
3752848,14251
3752900,14279
3752952,14328
3753004,14378
3753056,14434
3753108,14404
3753160,14404
3753212,14319
3753264,14250
3753316,14197
3753368,14177
3753420,14205
3753472,14235
3753525,14282
3753577,14304
3753629,14320
3753681,14346
3753733,14376
3753785,14412
3753837,14322
3753889,14211
3753941,14120
3753993,14050
3754045,14016
3754097,14044
3754149,14079
3754201,14101
3754253,14141
3754305,14202
3754357,14265
3754409,14315
3754461,14332
3754513,14274
3754565,14192
3754617,14113
3754669,14097
3754721,14106
3754773,14141
3754825,14189
3754877,14228
3754929,14276
3754981,14327
3755033,14378
3755085,14431
3755137,14478
3755189,14422
3755241,14338
3755293,14250
3755345,14187
3755397,14173
3755449,14185
3755501,14187
3755554,14194
3755606,14240
3755658,14277
3755710,14325
3755762,14390
3755814,14440
3755866,14436
3755918,14352
3755970,14262
3756022,14182
3756074,14131
3756126,14132
3756178,14135
3756230,14154
3756282,14154
3756334,14186
3756386,14208
3756438,14254
3756490,14298
3756542,14338
3756594,14374
3756646,14351
3756698,14251
3756750,14159
3756802,14066
3756854,14002
3756906,13976
3756958,13978
3757010,13989
3757062,14016
3757114,14044
3757166,14097
3757218,14154
3757270,14199
3757322,14211
3757374,14137
3757426,14042
3757478,13956
3757530,13899
3757584,13883
3757636,13889
3757688,13900
3757740,13935
3757792,13978
3757844,14014
3757896,14074
3757948,14132
3758000,14206
3758052,14195
3758104,14116
3758156,14042
3758208,13983
3758260,13959
3758312,13988
3758364,13998
3758416,14031
