RMSSD,pNN58,SDNN,SD1,SD2,SD1_SD2,SampEn,emotion
64.7535788511027,25.97402597402597,39.42143178588626,45.78490892174157,31.80944330110788,1.4393495820829705,0.927334756827044,愉悦
75.47538834994718,34.24657534246575,53.39254780792631,53.35946672390816,53.425608408173794,0.998761985380488,1.0190373078506212,愉悦
51.49124668182433,9.090909090909092,42.11239296081946,36.40538165698101,47.13337955401145,0.7723906497148815,1.0464579815439878,愉悦
54.146406467404034,12.12121212121212,43.28424663006134,38.287289690998776,47.76123386996501,0.8016394592158143,1.04518393372227,愉悦
65.7645118167295,26.08695652173913,42.17862292541161,46.49008133199842,37.37304913319608,1.2439467051861248,1.1405586064002573,平静
58.85162942276352,17.142857142857142,40.18085873212149,41.61438134460102,38.69426420294784,1.075466408311512,0.9998774479824206,平静
58.787163186834896,15.27777777777778,37.8770843120446,41.56880057599883,33.7843432766764,1.2304161201409696,0.8344607136265229,平静
56.32681550493988,15.942028985507244,38.87213204988272,39.82536969588065,37.89492352272888,1.050942078613615,0.887896674485223,平静
54.45964507023959,14.705882352941178,38.36762430820305,38.50498776840453,38.22976729023922,1.0071991146604646,0.9633623872858864,平静
49.204134734796426,7.8125,34.64150189940029,34.787649273732015,34.49473533309279,1.0084915549521034,1.003792729230668,悲伤
52.001923041364535,9.230769230769232,36.00806695423799,36.76672666078818,35.233075117177314,1.0435287450360289,1.077993001465374,悲伤
36.56201922760831,1.5625,28.44488598081452,25.85325172971477,30.819351906279223,0.838864224281347,0.6631784077041607,平静
52.90797417538573,16.417910447761194,33.8942864130319,37.4075618693306,29.971980546661925,1.2480844170805656,0.8287260024771566,平静
50.56782057407596,13.432835820895525,31.530198604769204,35.75263707955156,26.64687204852108,1.3417198466840634,0.7101585263864819,平静
44.86330814719806,7.462686567164178,28.74620255868965,31.723149417345432,25.423023308316544,1.247811837035446,0.6412826208041027,平静
42.23035620350161,2.985074626865672,29.90825890676462,29.85632783638116,29.96009996302852,0.9965363224162996,0.7513872602706351,平静
39.53367886632716,1.4705882352941175,30.60837383820983,27.954532411631234,33.04979902641277,0.8458306324129385,0.7780891100270865,平静
41.78950010278395,4.3478260869565215,29.365209482486424,29.545016542904133,29.18429463564508,1.0123601379359182,0.5716839801611816,平静
53.15443480457618,10.606060606060606,34.67947176787152,37.58173217408659,31.511028719996123,1.192653293170278,0.8578668117364379,平静
70.845351504437,27.659574468085108,50.62439912960985,50.08911930994408,51.154078050750485,0.9791813520761756,1.433547245970436,平静
